geoplugin_request,geoplugin_status,geoplugin_delay,geoplugin_credit,geoplugin_city,geoplugin_region,geoplugin_regionCode,geoplugin_regionName,geoplugin_areaCode,geoplugin_dmaCode,geoplugin_countryCode,geoplugin_countryName,geoplugin_inEU,geoplugin_euVATrate,geoplugin_continentCode,geoplugin_continentName,geoplugin_latitude,geoplugin_longitude,geoplugin_locationAccuracyRadius,geoplugin_timezone,geoplugin_currencyCode,geoplugin_currencySymbol,geoplugin_currencySymbol_UTF8,geoplugin_currencyConverter
104.237.80.38,206,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",,,,,,,US,United States,0,False,NA,North America,37.751,-97.822,1000,America/Chicago,USD,$,$,0.0
104.237.80.39,206,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",,,,,,,US,United States,0,False,NA,North America,37.751,-97.822,1000,America/Chicago,USD,$,$,0.0
104.237.80.40,206,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",,,,,,,US,United States,0,False,NA,North America,37.751,-97.822,1000,America/Chicago,USD,$,$,0.0
104.237.80.41,206,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",,,,,,,US,United States,0,False,NA,North America,37.751,-97.822,1000,America/Chicago,USD,$,$,0.0
104.237.80.44,206,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",,,,,,,US,United States,0,False,NA,North America,37.751,-97.822,1000,America/Chicago,USD,$,$,0.0
104.237.80.48,206,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",,,,,,,US,United States,0,False,NA,North America,37.751,-97.822,1000,America/Chicago,USD,$,$,0.0
104.237.80.51,206,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",,,,,,,US,United States,0,False,NA,North America,37.751,-97.822,1000,America/Chicago,USD,$,$,0.0
104.237.80.53,206,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",,,,,,,US,United States,0,False,NA,North America,37.751,-97.822,1000,America/Chicago,USD,$,$,0.0
104.237.80.55,206,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",,,,,,,US,United States,0,False,NA,North America,37.751,-97.822,1000,America/Chicago,USD,$,$,0.0
104.237.80.57,206,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",,,,,,,US,United States,0,False,NA,North America,37.751,-97.822,1000,America/Chicago,USD,$,$,0.0
104.237.80.58,206,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",,,,,,,US,United States,0,False,NA,North America,37.751,-97.822,1000,America/Chicago,USD,$,$,0.0
104.237.80.59,206,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",,,,,,,US,United States,0,False,NA,North America,37.751,-97.822,1000,America/Chicago,USD,$,$,0.0
104.237.80.68,206,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",,,,,,,US,United States,0,False,NA,North America,37.751,-97.822,1000,America/Chicago,USD,$,$,0.0
104.237.80.70,206,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",,,,,,,US,United States,0,False,NA,North America,37.751,-97.822,1000,America/Chicago,USD,$,$,0.0
104.237.80.75,206,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",,,,,,,US,United States,0,False,NA,North America,37.751,-97.822,1000,America/Chicago,USD,$,$,0.0
104.237.80.77,206,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",,,,,,,US,United States,0,False,NA,North America,37.751,-97.822,1000,America/Chicago,USD,$,$,0.0
104.237.80.81,206,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",,,,,,,US,United States,0,False,NA,North America,37.751,-97.822,1000,America/Chicago,USD,$,$,0.0
104.237.80.83,206,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",,,,,,,US,United States,0,False,NA,North America,37.751,-97.822,1000,America/Chicago,USD,$,$,0.0
104.237.80.87,206,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",,,,,,,US,United States,0,False,NA,North America,37.751,-97.822,1000,America/Chicago,USD,$,$,0.0
104.237.80.88,206,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",,,,,,,US,United States,0,False,NA,North America,37.751,-97.822,1000,America/Chicago,USD,$,$,0.0
104.237.80.93,206,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",,,,,,,US,United States,0,False,NA,North America,37.751,-97.822,1000,America/Chicago,USD,$,$,0.0
104.237.80.98,206,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",,,,,,,US,United States,0,False,NA,North America,37.751,-97.822,1000,America/Chicago,USD,$,$,0.0
104.238.45.20,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Mexico City,Mexico City,CMX,Mexico City,,,MX,Mexico,0,False,NA,North America,19.6235,-99.15,1000,America/Mexico_City,MXN,$,$,20.1143
104.238.45.21,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Mexico City,Mexico City,CMX,Mexico City,,,MX,Mexico,0,False,NA,North America,19.6235,-99.15,1000,America/Mexico_City,MXN,$,$,20.1143
104.238.45.24,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Mexico City,Mexico City,CMX,Mexico City,,,MX,Mexico,0,False,NA,North America,19.6235,-99.15,1000,America/Mexico_City,MXN,$,$,20.1143
104.238.45.4,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Mexico City,Mexico City,CMX,Mexico City,,,MX,Mexico,0,False,NA,North America,19.6235,-99.15,1000,America/Mexico_City,MXN,$,$,20.1143
104.238.45.6,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Mexico City,Mexico City,CMX,Mexico City,,,MX,Mexico,0,False,NA,North America,19.6235,-99.15,1000,America/Mexico_City,MXN,$,$,20.1143
104.254.95.84,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Toronto,Ontario,ON,Ontario,,,CA,Canada,0,False,NA,North America,43.6752,-79.3472,1000,America/Toronto,CAD,$,$,1.3039
104.36.134.186,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Sunrise Beach,Missouri,MO,Missouri,,619,US,United States,0,False,NA,North America,38.1558,-92.7854,10,America/Chicago,USD,$,$,0.0
104.37.31.16,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Secaucus,New Jersey,NJ,New Jersey,,501,US,United States,0,False,NA,North America,40.7876,-74.06,1000,America/New_York,USD,$,$,0.0
104.37.31.8,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Secaucus,New Jersey,NJ,New Jersey,,501,US,United States,0,False,NA,North America,40.7876,-74.06,1000,America/New_York,USD,$,$,0.0
104.48.141.55,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.8242,-96.7507,1,America/Chicago,USD,$,$,0.0
104.48.213.175,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4413,-98.4793,10,America/Chicago,USD,$,$,0.0
104.48.213.50,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4413,-98.4793,10,America/Chicago,USD,$,$,0.0
104.48.214.211,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4413,-98.4793,10,America/Chicago,USD,$,$,0.0
104.48.215.85,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4413,-98.4793,10,America/Chicago,USD,$,$,0.0
104.5.159.147,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4812,-98.3435,5,America/Chicago,USD,$,$,0.0
104.5.159.83,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4812,-98.3435,5,America/Chicago,USD,$,$,0.0
104.5.217.57,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5531,-98.3598,10,America/Chicago,USD,$,$,0.0
104.5.221.205,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5531,-98.3598,10,America/Chicago,USD,$,$,0.0
104.5.221.32,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5531,-98.3598,10,America/Chicago,USD,$,$,0.0
104.53.200.122,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5942,-98.4591,10,America/Chicago,USD,$,$,0.0
104.53.201.99,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5942,-98.4591,10,America/Chicago,USD,$,$,0.0
104.53.202.214,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5942,-98.4591,10,America/Chicago,USD,$,$,0.0
104.53.202.72,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5942,-98.4591,10,America/Chicago,USD,$,$,0.0
104.53.206.121,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",New Braunfels,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.7229,-98.0742,10,America/Chicago,USD,$,$,0.0
104.53.212.101,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5584,-98.7435,10,America/Chicago,USD,$,$,0.0
104.53.215.21,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5584,-98.7435,10,America/Chicago,USD,$,$,0.0
104.53.215.3,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5584,-98.7435,10,America/Chicago,USD,$,$,0.0
104.53.215.7,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5584,-98.7435,10,America/Chicago,USD,$,$,0.0
104.56.10.184,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.3831,-98.396,5,America/Chicago,USD,$,$,0.0
104.58.135.163,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.6584,-98.4987,10,America/Chicago,USD,$,$,0.0
104.63.15.53,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5584,-98.7435,10,America/Chicago,USD,$,$,0.0
107.117.168.103,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Chicago,Illinois,IL,Illinois,,602,US,United States,0,False,NA,North America,41.945,-87.7996,500,America/Chicago,USD,$,$,0.0
107.117.224.158,206,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",,,,,,,US,United States,0,False,NA,North America,37.751,-97.822,1000,America/Chicago,USD,$,$,0.0
107.117.224.88,206,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",,,,,,,US,United States,0,False,NA,North America,37.751,-97.822,1000,America/Chicago,USD,$,$,0.0
107.117.224.90,206,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",,,,,,,US,United States,0,False,NA,North America,37.751,-97.822,1000,America/Chicago,USD,$,$,0.0
107.117.225.105,206,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",,,,,,,US,United States,0,False,NA,North America,37.751,-97.822,1000,America/Chicago,USD,$,$,0.0
107.127.0.108,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.8203,-95.4256,50,America/Chicago,USD,$,$,0.0
107.127.0.122,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.8203,-95.4256,50,America/Chicago,USD,$,$,0.0
107.127.0.123,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.8203,-95.4256,50,America/Chicago,USD,$,$,0.0
107.127.0.131,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.8203,-95.4256,50,America/Chicago,USD,$,$,0.0
